Event,Count,SysTime
Lick1,1,3854.3115520000001
Lick1,2,3855.0655360000001
Lick1,0,3855.3035519999999
Feed1,10448,3855.315552
Lick1,1,3855.5435520000001
Lick1,2,3855.6475519999999
Lick1,0,3855.8835519999998
Feed1,10449,3855.8975359999999
Lick1,1,3856.1915519999998
Lick1,2,3856.433536
Lick1,0,3857.1875519999999
Feed1,10450,3857.199552
Lick1,1,3857.7675519999998
Lick1,2,3857.9035520000002
Lick1,0,3858.587552
Feed1,10451,3858.5995520000001
Lick1,1,3860.0255999999999
Lick1,2,3860.1275839999998
Lick1,0,3860.5735679999998
Feed1,10452,3860.585568
Lick1,1,3860.7095680000002
Lick1,2,3861.0535679999998
Lick1,0,3866.217568
Feed1,10453,3866.2335680000001
Lick1,1,3913.3776320000002
Lick1,2,3913.5156480000001
Lick1,0,3913.7916479999999
Feed1,10454,3913.8036480000001
Lick1,1,3913.8936319999998
Lick1,2,3915.019648
Lick1,0,3915.363648
Feed1,10455,3915.3756480000002
Lick1,1,3915.7416320000002
Lick1,2,3916.2856320000001
Lick1,0,3916.5276480000002
Feed1,10456,3916.5396479999999
Lick1,1,3916.6296320000001
Lick1,2,3916.731648
Lick1,0,3916.8336640000002
Feed1,10457,3916.845632
Lick1,1,3917.075648
Lick1,2,3917.3136319999999
Lick1,0,3917.6576319999999
Feed1,10458,3917.6696320000001
Lick1,1,3917.7596480000002
Lick1,2,3917.8616320000001
Lick1,0,3918.5136320000001
Feed1,10459,3918.5256319999999
Lick1,1,3918.7516479999999
Lick1,2,3918.8536319999998
Lick1,0,3919.095648
Feed1,10460,3919.1076480000002
Lick1,1,3919.1976319999999
Lick1,2,3919.2996480000002
Lick1,0,3919.537632
Feed1,10461,3919.5496320000002
Lick1,1,3919.8116479999999
Lick1,2,3919.9136319999998
Lick1,0,3920.1556479999999
Feed1,10462,3920.1676480000001
Lick1,1,3920.3936319999998
Lick1,2,3920.4956480000001
Lick1,0,3920.597632
Feed1,10463,3920.6136320000001
Lick1,1,3921.2816320000002
Lick1,2,3921.383648
Lick1,0,3921.9336320000002
Feed1,10464,3921.9456319999999
Lick1,1,3922.1756479999999
Lick1,2,3926.9636799999998
Lick1,0,3927.8516800000002
Feed1,10465,3927.8676799999998
Lick1,1,3927.9536640000001
Lick1,2,3985.9917439999999
Lick1,0,3987.3277440000002
Feed1,10466,3987.3437439999998
Lick1,1,3987.4297280000001
Lick1,2,3987.5317439999999
Lick1,0,3987.8437439999998
Feed1,10467,3987.855744
Lick1,1,3988.0817280000001
Lick1,2,3988.4417279999998
Lick1,0,3988.7317440000002
Feed1,10468,3988.7437439999999
Lick1,1,3989.0717439999999
Lick1,2,3989.1737280000002
Lick1,0,3990.1337279999998
Feed1,10469,3990.1497279999999
Lick1,1,3990.2357440000001
Lick1,2,3990.4777279999998
Lick1,0,3990.681728
Feed1,10470,3990.6937280000002
Lick1,1,3990.7837439999998
Lick1,2,3991.0257280000001
Lick1,0,3991.1277439999999
Feed1,10471,3991.1397440000001
Lick1,1,3991.467744
Lick1,2,3991.7097279999998
Lick1,0,3992.049728
Feed1,10472,3992.0617280000001
Lick1,1,3992.1517439999998
Lick1,2,3992.357728
Lick1,0,3992.8037439999998
Feed1,10473,3992.815744
Lick1,1,3993.007744
Lick1,2,3993.1117439999998
Lick1,0,3993.2137280000002
Feed1,10474,3993.2297279999998
Lick1,1,3993.7297279999998
Lick1,2,3993.8317440000001
Lick1,0,3994.4457280000001
Feed1,10475,3994.4577279999999
Lick1,1,3995.027744
Lick1,2,3995.2657279999999
Lick1,0,3995.5397440000002
Feed1,10476,3995.5557439999998
Lick1,1,3995.8137280000001
Lick1,2,3995.953728
Lick1,0,3996.0557439999998
Feed1,10477,3996.0677439999999
Lick1,1,3996.5677439999999
Lick1,2,3996.6697279999998
Lick1,0,3996.7717440000001
Feed1,10478,3996.7857279999998
Lick1,1,3997.1157440000002
Lick1,2,3997.2177280000001
Lick1,0,3997.3217279999999
Feed1,10479,3997.3337280000001
Lick1,1,3997.4237440000002
Lick1,2,3997.5257280000001
Lick1,0,3997.7638080000002
Feed1,10480,3997.7797439999999
Lick1,1,3998.0057280000001
Lick1,2,3998.3817279999998
Lick1,0,3998.5177279999998
Feed1,10481,3998.529728
Lick1,1,3998.9957439999998
Lick1,2,3999.2717440000001
Lick1,0,3999.373728
Feed1,10482,3999.3857280000002
Lick1,1,3999.507744
Lick1,2,3999.8517440000001
Lick1,0,4000.0897279999999
Feed1,10483,4000.105728
Lick1,1,4000.3637440000002
Lick1,2,4000.467744
Lick1,0,4000.605728
Feed1,10484,4000.6177280000002
Lick1,1,4000.9817280000002
Lick1,2,4001.085728
Lick1,0,4001.355744
Feed1,10485,4001.371744
Lick1,1,4001.4957439999998
Lick1,2,4001.7317440000002
Lick1,0,4002.2817279999999
Feed1,10486,4002.2937280000001
Lick1,1,4002.9657280000001
Lick1,2,4003.103744
Lick1,0,4003.239744
Feed1,10487,4003.2517440000001
Lick1,1,4003.853728
Lick1,2,4003.9557439999999
Lick1,0,4004.0597440000001
Feed1,10488,4004.0757440000002
Lick1,1,4004.1657279999999
Lick1,2,4004.2997439999999
Lick1,0,4004.5757440000002
Feed1,10489,4004.5877439999999
Lick1,1,4005.2917440000001
Lick1,2,4005.565728
Lick1,0,4005.701728
Feed1,10490,4005.7177280000001
Lick1,1,4005.9437440000002
Lick1,2,4030.6118080000001
Lick1,0,4030.7838080000001
Feed1,10491,4030.7958720000001
Lick1,1,4030.885792
Lick1,2,4030.9897919999999
Lick1,0,4031.0918080000001
Feed1,10492,4031.1078080000002
Lick1,1,4031.673792
Lick1,2,4032.1897920000001
Lick1,0,4032.9377920000002
Feed1,10493,4032.9558080000002
Lick1,1,4033.0457919999999
Lick1,2,4033.2817920000002
Lick1,0,4033.6598079999999
Feed1,10494,4033.6718080000001
Lick1,1,4033.8977920000002
Lick1,2,4034.0358080000001
Lick1,0,4034.273792
Feed1,10495,4034.289792
Lick1,1,4034.5158080000001
Lick1,2,4034.6497920000002
Lick1,0,4034.8558079999998
Feed1,10496,4034.8718079999999
Lick1,1,4034.9577920000002
Lick1,2,4035.1998079999998
Lick1,0,4035.3017920000002
Feed1,10497,4035.3137919999999
Lick1,1,4035.6417919999999
Lick1,2,4038.8238080000001
Lick1,0,4083.2398720000001
Feed1,10498,4083.2518719999998
Lick1,1,4083.477856
Lick1,2,4083.955872
Lick1,0,4084.401856
Feed1,10499,4084.415872
Lick1,1,4084.5038719999998
Lick1,2,4084.9838719999998
Lick1,0,4085.2218560000001
Feed1,10500,4085.2378560000002
Lick1,1,4085.3238719999999
Lick1,2,4085.667872
Lick1,0,4085.7698559999999
Feed1,10501,4085.7818560000001
Lick1,1,4086.0778559999999
Lick1,2,4086.6958719999998
Lick1,0,4086.7978560000001
Feed1,10502,4086.8118720000002
Lick1,1,4086.899872
Lick1,2,4087.2778560000002
Lick1,0,4087.5478720000001
Feed1,10503,4087.5638720000002
Lick1,1,4088.4738560000001
Lick1,2,4088.8178560000001
Lick1,0,4088.9198719999999
Feed1,10504,4088.9318720000001
Lick1,1,4089.841856
Lick1,2,4091.553856
Lick1,0,4092.8518720000002
Feed1,10505,4092.8678719999998
Lick1,1,4092.9918720000001
Lick1,2,4093.6398720000002
Lick1,0,4094.7358720000002
Feed1,10506,4094.7478719999999
Lick1,1,4095.3838719999999
Lick1,2,4096.2058559999996
Lick1,0,4096.9938560000001
Feed1,10507,4097.0058559999998
Lick1,1,4097.5058559999998
Lick1,2,4097.6078719999996
Lick1,0,4097.7098560000004
Feed1,10508,4097.725856
Lick1,1,4098.2918719999998
Lick1,2,4098.3938559999997
Lick1,0,4098.6018560000002
Feed1,10509,4098.6138559999999
Lick1,1,4127.2039359999999
Lick1,2,4148.5559679999997
Lick1,0,4148.8959679999998
Feed1,10510,4148.9119680000003
Lick1,1,4153.6879680000002
Lick1,2,4154.2319680000001
Lick1,0,4156.2519679999996
Feed1,10511,4156.2679680000001
Lick1,1,4156.3899520000004
Lick1,2,4156.9019520000002
Lick1,0,4157.3819519999997
Feed1,10512,4157.3939520000004
Lick1,1,4157.5859520000004
Lick1,2,4158.5439679999999
Lick1,0,4158.8519679999999
Feed1,10513,4158.8639679999997
Lick1,1,4159.6059519999999
Lick1,2,4159.945952
Lick1,0,4161.3839680000001
Feed1,10514,4161.3999679999997
Lick1,1,4161.485952
Lick1,2,4161.829952
Lick1,0,4162.137952
Feed1,10515,4162.1499519999998
Lick1,1,4163.4719679999998
Lick1,2,4164.5339519999998
Lick1,0,4164.8399680000002
Feed1,10516,4164.8519679999999
Lick1,1,4165.0119679999998
Lick1,2,4165.8639679999997
Lick1,0,4166.3440000000001
Feed1,10517,4166.3599999999997
Lick1,1,4166.5159999999996
Lick1,2,4168.8419839999997
Lick1,0,4231.148064
Feed1,10518,4231.1600639999997
Lick1,1,4231.9340480000001
Lick1,2,4232.068064
Lick1,0,4232.3100480000003
Feed1,10519,4232.322048
Lick1,1,4234.9760640000004
Lick1,2,4235.456064
Lick1,0,4236.0040639999997
Feed1,10520,4236.0180479999999
Lick1,1,4236.4140479999996
Lick1,2,4236.5180479999999
Lick1,0,4242.264064
Feed1,10521,4242.2800639999996
Lick1,1,4242.5060480000002
Lick1,2,4243.1200959999996
Lick1,0,4243.2920960000001
Feed1,10522,4243.3040959999998
Lick1,1,4244.2140799999997
Lick1,2,4244.4541440000003
Lick1,0,4244.6600959999996
Feed1,10523,4244.6720960000002
Lick1,1,4244.8320960000001
Lick1,2,4248.8340799999996
Lick1,0,4249.55008
Feed1,10524,4249.5660799999996
Lick1,1,4249.6880959999999
Lick1,2,4250.5080959999996
Lick1,0,4251.0580799999998
Feed1,10525,4251.0700800000004
Lick1,1,4251.1600959999996
Lick1,2,4252.0820800000001
Lick1,0,4252.4260800000002
Feed1,10526,4252.4380799999999
Lick1,1,4253.4160959999999
Lick1,2,4253.6580800000002
Lick1,0,4253.7940799999997
Feed1,10527,4253.8060800000003
Lick1,1,4255.0580799999998
Lick1,2,4255.1940800000002
Lick1,0,4256.0180799999998
Feed1,10528,4256.0300800000005
Lick1,1,4258.24208
Lick1,2,4300.5561600000001
Lick1,0,4300.9681600000004
Feed1,10529,4300.9801600000001
Lick1,1,4301.0721919999996
Lick1,2,4301.5501759999997
Lick1,0,4301.788192
Feed1,10530,4301.8001919999997
Lick1,1,4302.132192
Lick1,2,4302.2341759999999
Lick1,0,4302.4721920000002
Feed1,10531,4302.4881919999998
Lick1,1,4302.8161920000002
Lick1,2,4303.1561920000004
Lick1,0,4303.5001920000004
Feed1,10532,4303.5121920000001
Lick1,1,4303.6021760000003
Lick1,2,4303.8401919999997
Lick1,0,4304.0801920000004
Feed1,10533,4304.0921920000001
Lick1,1,4304.1841919999997
Lick1,2,4304.4201919999996
Lick1,0,4304.6641920000002
Feed1,10534,4304.6761919999999
Lick1,1,4304.9001920000001
Lick1,2,4305.002176
Lick1,0,4305.2441920000001
Feed1,10535,4305.2561919999998
Lick1,1,4305.5841920000003
Lick1,2,4305.8261759999996
Lick1,0,4305.9281920000003
Feed1,10536,4305.9421759999996
Lick1,1,4306.0641919999998
Lick1,2,4306.1661759999997
Lick1,0,4306.4081919999999
Feed1,10537,4306.4201919999996
Lick1,1,4306.5101759999998
Lick1,2,4306.8501759999999
Lick1,0,4307.056192
Feed1,10538,4307.0721919999996
Lick1,1,4307.2961919999998
Lick1,2,4307.5341760000001
Lick1,0,4307.7761920000003
Feed1,10539,4307.788192
Lick1,1,4308.1521919999996
Lick1,2,4308.4921919999997
Lick1,0,4308.596192
Feed1,10540,4308.6081919999997
Lick1,1,4308.940192
Lick1,2,4309.5521920000001
Lick1,0,4309.8981759999997
Feed1,10541,4309.9101760000003
Lick1,1,4310.2041920000001
Lick1,2,4310.5801920000004
Lick1,0,4310.922176
Feed1,10542,4310.9341759999998
Lick1,1,4311.1641920000002
Lick1,2,4311.2641919999996
Lick1,0,4311.3681919999999
Feed1,10543,4311.3801919999996
Lick1,1,4311.5041920000003
Lick1,2,4311.6041919999998
Lick1,0,4311.7441920000001
Feed1,10544,4311.7561919999998
Lick1,1,4311.846176
Lick1,2,4312.0841920000003
Lick1,0,4312.2201919999998
Feed1,10545,4312.2361920000003
Lick1,1,4312.3261759999996
Lick1,2,4312.4601919999996
Lick1,0,4312.9081919999999
Feed1,10546,4312.9201919999996
Lick1,1,4313.1461760000002
Lick1,2,4313.3821760000001
Lick1,0,4313.6241920000002
Feed1,10547,4313.6361919999999
Lick1,1,4313.7281919999996
Lick1,2,4313.8621759999996
Lick1,0,4314.1021760000003
Feed1,10548,4314.1161920000004
Lick1,1,4314.3401919999997
Lick1,2,4314.5841920000003
Lick1,0,4314.7182400000002
Feed1,10549,4314.730176
Lick1,1,4314.9601919999996
Lick1,2,4315.096192
Lick1,0,4315.1961920000003
Feed1,10550,4315.2101759999996
Lick1,1,4315.3321919999998
Lick1,2,4315.5741760000001
Lick1,0,4315.8121920000003
Feed1,10551,4315.8281919999999
Lick1,1,4315.9141760000002
Lick1,2,4316.2901760000004
Lick1,0,4316.5321919999997
Feed1,10552,4316.5461759999998
Lick1,1,4316.6681920000001
Lick1,2,4316.770176
Lick1,0,4316.9081919999999
Feed1,10553,4316.922176
Lick1,1,4317.0121920000001
Lick1,2,4317.1461760000002
Lick1,0,4317.248192
Feed1,10554,4317.2601919999997
Lick1,1,4317.3881920000003
Lick1,2,4317.8621759999996
Lick1,0,4317.9701759999998
Feed1,10555,4317.9821760000004
Lick1,1,4318.1041919999998
Lick1,2,4318.3421760000001
Lick1,0,4318.5841920000003
Feed1,10556,4318.5981760000004
Lick1,1,4318.9241920000004
Lick1,2,4319.0641919999998
Lick1,0,4319.2001920000002
Feed1,10557,4319.212192
Lick1,1,4319.3381760000002
Lick1,2,4319.4721920000002
Lick1,0,4319.712192
Feed1,10558,4319.7281919999996
Lick1,1,4319.8161920000002
Lick1,2,4319.9521919999997
Lick1,0,4320.3301760000004
Feed1,10559,4320.3421760000001
Lick1,1,4320.4661759999999
Lick1,2,4320.8401919999997
Lick1,0,4321.2181760000003
Feed1,10560,4321.230176
Lick1,1,4321.4561919999996
Lick1,2,4321.5941759999996
Lick1,0,4321.730176
Feed1,10561,4321.7461759999997
Lick1,1,4322.2421759999997
Lick1,2,4322.3801919999996
Lick1,0,4322.516192
Feed1,10562,4322.5321919999997
Lick1,1,4322.7581760000003
Lick1,2,4322.9961919999996
Lick1,0,4323.5441920000003
Feed1,10563,4323.556192
Lick1,1,4323.6801919999998
Lick1,2,4324.1581759999999
Lick1,0,4324.4001920000001
Feed1,10564,4324.4121919999998
Lick1,1,4324.6381760000004
Lick1,2,4324.8781760000002
Lick1,0,4325.0141759999997
Feed1,10565,4325.0261760000003
Lick1,1,4325.2521919999999
Lick1,2,4325.3921920000003
Lick1,0,4325.4941760000002
Feed1,10566,4325.5061759999999
Lick1,1,4325.8701760000004
Lick1,2,4325.9721920000002
Lick1,0,4326.1081919999997
Feed1,10567,4326.1241920000002
Lick1,1,4326.4841919999999
Lick1,2,4326.5881920000002
Lick1,0,4326.8281919999999
Feed1,10568,4326.8421760000001
Lick1,1,4327.0661760000003
Lick1,2,4327.3081920000004
Lick1,0,4327.4441919999999
Feed1,10569,4327.4561919999996
Lick1,1,4327.9921919999997
Lick1,2,4328.0941759999996
Lick1,0,4328.230176
Feed1,10570,4328.2421759999997
Lick1,1,4328.364192
Lick1,2,4328.4681920000003
Lick1,0,4328.8441919999996
Feed1,10571,4328.8601920000001
Lick1,1,4328.9461760000004
Lick1,2,4329.0862079999997
Lick1,0,4329.2222080000001
Feed1,10572,4329.2362240000002
Lick1,1,4329.324224
Lick1,2,4329.4642240000003
Lick1,0,4329.7322240000003
Feed1,10573,4329.7482239999999
Lick1,1,4329.8402239999996
Lick1,2,4330.2122239999999
Lick1,0,4330.4542080000001
Feed1,10574,4330.4662079999998
Lick1,1,4330.6922240000004
Lick1,2,4330.9662079999998
Lick1,0,4331.208224
Feed1,10575,4331.2202239999997
Lick1,1,4331.342208
Lick1,2,4331.8542079999997
Lick1,0,4331.9562239999996
Feed1,10576,4331.9742079999996
Lick1,1,4332.0962239999999
Lick1,2,4332.2322240000003
Lick1,0,4332.4722240000001
Feed1,10577,4332.4862080000003
Lick1,1,4332.6082239999996
Lick1,2,4332.7422079999997
Lick1,0,4332.9862080000003
Feed1,10578,4332.9962240000004
Lick1,1,4333.1202240000002
Lick1,2,4333.534208
Lick1,0,4333.9062080000003
Feed1,10579,4333.922208
Lick1,1,4334.6602240000002
Lick1,2,4334.9022080000004
Lick1,0,4335.0362240000004
Feed1,10580,4335.0502079999997
Lick1,1,4335.2742079999998
Lick1,2,4335.3762239999996
Lick1,0,4335.516224
Feed1,10581,4335.5282239999997
Lick1,1,4336.0642239999997
Lick1,2,4336.6102080000001
Lick1,0,4336.7122239999999
Feed1,10582,4336.7282240000004
Lick1,1,4336.8142079999998
Lick1,2,4337.0562239999999
Lick1,0,4337.1922240000004
Feed1,10583,4337.2042240000001
Lick1,1,4337.4322240000001
Lick1,2,4337.5682239999996
Lick1,0,4337.7042240000001
Feed1,10584,4337.7202239999997
Lick1,1,4337.8762239999996
Lick1,2,4337.9782080000004
Lick1,0,4338.1162240000003
Feed1,10585,4338.1302079999996
Lick1,1,4338.5962239999999
Lick1,2,4338.8002239999996
Lick1,0,4338.936224
Feed1,10586,4338.9482239999998
Lick1,1,4339.1782080000003
Lick1,2,4339.3122240000002
Lick1,0,4339.4482239999998
Feed1,10587,4339.4642240000003
Lick1,1,4339.7242239999996
Lick1,2,4339.824224
Lick1,0,4339.9642240000003
Feed1,10588,4339.976224
Lick1,1,4340.2022079999997
Lick1,2,4340.3382080000001
Lick1,0,4340.476224
Feed1,10589,4340.4882239999997
Lick1,1,4340.7142080000003
Lick1,2,4340.8162240000001
Lick1,0,4340.9562239999996
Feed1,10590,4340.9682240000002
Lick1,1,4341.1922240000004
Lick1,2,4341.3322239999998
Lick1,0,4341.4682240000002
Feed1,10591,4341.4802239999999
Lick1,1,4342.2862080000004
Lick1,2,4342.5282239999997
Lick1,0,4342.766208
Feed1,10592,4342.7822079999996
Lick1,1,4342.9042239999999
Lick1,2,4343.2822079999996
Lick1,0,4343.5562239999999
Feed1,10593,4343.5682239999996
Lick1,1,4343.6582079999998
Lick1,2,4343.7942080000003
Lick1,0,4344.3762239999996
Feed1,10594,4344.3882240000003
Lick1,1,4344.784224
Lick1,2,4345.0262080000002
Lick1,0,4345.128224
Feed1,10595,4345.1422080000002
Lick1,1,4345.2642239999996
Lick1,2,4345.3662080000004
Lick1,0,4345.5062079999998
Feed1,10596,4345.5182080000004
Lick1,1,4345.744224
Lick1,2,4346.1202240000002
Lick1,0,4346.3582079999996
Feed1,10597,4346.3742080000002
Lick1,1,4346.4962240000004
Lick1,2,4346.632224
Lick1,0,4346.8382080000001
Feed1,10598,4346.8542079999997
Lick1,1,4346.9402239999999
Lick1,2,4347.1802239999997
Lick1,0,4347.418208
Feed1,10599,4347.4342079999997
Lick1,1,4347.6602240000002
Lick1,2,4347.7962239999997
Lick1,0,4347.9302079999998
Feed1,10600,4347.9462080000003
Lick1,1,4348.0362560000003
Lick1,2,4348.2742399999997
Lick1,0,4348.512256
Feed1,10601,4348.5282559999996
Lick1,1,4348.6182399999998
Lick1,2,4348.9922560000005
Lick1,0,4349.1302400000004
Feed1,10602,4349.1442559999996
Lick1,1,4349.2662399999999
Lick1,2,4349.5082560000001
Lick1,0,4349.9862400000002
Feed1,10603,4349.9982399999999
Lick1,1,4350.1222399999997
Lick1,2,4350.7742399999997
Lick1,0,4351.0442560000001
Feed1,10604,4351.0602559999998
Lick1,1,4351.2862400000004
Lick1,2,4351.4202560000003
Lick1,0,4351.6942399999998
Feed1,10605,4351.7062400000004
Lick1,1,4351.7982400000001
Lick1,2,4351.936256
Lick1,0,4352.0722560000004
Feed1,10606,4352.0842560000001
Lick1,1,4352.2082559999999
Lick1,2,4352.3462399999999
Lick1,0,4352.7562559999997
Feed1,10607,4352.7682560000003
Lick1,1,4352.8902399999997
Lick1,2,4353.03024
Lick1,0,4353.164256
Feed1,10608,4353.1802559999996
Lick1,1,4353.3042560000004
Lick1,2,4353.5422399999998
Lick1,0,4353.7842559999999
Feed1,10609,4353.7962559999996
Lick1,1,4353.8862399999998
Lick1,2,4354.0202559999998
Lick1,0,4354.5322560000004
Feed1,10610,4354.5502399999996
Lick1,1,4354.7742399999997
Lick1,2,4355.4582399999999
Lick1,0,4355.5942400000004
Feed1,10611,4355.6062400000001
Lick1,1,4356.0042560000002
Lick1,2,4356.1062400000001
Lick1,0,4356.5842560000001
Feed1,10612,4356.6022400000002
Lick1,1,4358.9122559999996
Lick1,2,4359.1162560000002
Lick1,0,4359.3902399999997
Feed1,10613,4359.4022400000003
Lick1,1,4359.53024
Lick1,2,4359.6322559999999
Lick1,0,4359.8702400000002
Feed1,10614,4359.8822399999999
Lick1,1,4360.1762559999997
Lick1,2,4361.1362559999998
Lick1,0,4361.3722559999997
Feed1,10615,4361.3902399999997
Lick1,1,4361.512256
Lick1,2,4361.6142399999999
Lick1,0,4361.8522560000001
Feed1,10616,4361.8682559999997
Lick1,1,4361.9922560000005
Lick1,2,4362.2302399999999
Lick1,0,4362.4702399999996
Feed1,10617,4362.4822400000003
Lick1,1,4362.6062400000001
Lick1,2,4362.7082559999999
Lick1,0,4362.9502400000001
Feed1,10618,4362.9622399999998
Lick1,1,4363.3602559999999
Lick1,2,4363.5982400000003
